flickr_image_id, questions, keyword
8237380240,What is the make and model of that car?---What city is this in?---Is this bridge famous for something?---Is there parking there---What is he model of that car---Can I park near here---What kind of van is that?---How much does it cost?---Where can i buy one?,Charles Bridge
10097571464,What material is that window frame made out of---How tall is that building---Can I live there---What style of window is this---How old is this building---Is this style in New York---What do you call this type of window---What is the green material---What would it cost to install a window like that,bow window
37840139256,What is the name of this church---Are you allowed to go inside this building---When was this church built---Where is this chapel located---Where is this located?---When was it constructed?---Is this a popular tourist destination?---When was thsi made?---Who made it?---How tall is it?,Rosslyn Chapel
42998475194,How many gallons go over this falls in an hour?---How much does the boat tour here cost?---What country is this?---Where can I find this waterfall?---What's the address?---How many people visit it per year?---How fast does the water fall?---Can I go swimming here?---What country is this in?---Are there lodgings near the falls?---What river is this part of?---Is there a boat tour here?---How high are these falls?,Rhine Falls
36631870195,How long is this bridge?---How expensive was this to build?---How many people use this bridge in a day?---Where is this located?---Who is the engineer of this bridge?---What year was this built?---Where does it go?---Who built it?---When was it built?,Clifton Suspension Bridge
9519793355,Is this a dangerous place?---Can I swim here?---Is it poisonous?---Where is this located?---Is there an admission fee?---Can I go swimming there?---How hot is the Grand Prismatic Spring?---Can you get in the Grand Prismatic Spring?---What causes the Grand Prismatic Spring?,Grand Prismatic Spring
4551346338,How many seats are there---What is the cost of admission---What are the next games there---Is this the end of a marathon?---Where is Beaver Stadium?---Is this at Oregon State University?,Beaver Stadium
6996630047,Where did these orange fruits grow?---What is the orange fruit's season?---What are the dark ones in the foreground?---What are some dishes I can make with the fruits in this photo?---Does this seller offer a quantity discount?---Where is this?---How long has this been in business?---What kinds of fruits are these?,Pike Place Market
5046520226,what coast is this---is this sunrise---can you take a boat ride by here---What body of water is that?---Whats the elevation?---Where was this taken?---What is the elevation here?---What is the body of water near here?---What are the hiking trails here like?,Mount Tamalpais
21776757089,Is that a religious place?---What kind of windows are those?---When was that place built?---What year is that stained glass window from?---What time is mass here?---Who is the priest here?---How many pews are there?---Are there restrooms here?---What at the hours of operation there---When was that stained glass inserted---Who designed this place,Aachen Cathedral
41496319432,Are those people in the park (not on a street)?---Is that a statue in the middle?---Is Tsmi Shi Tsui part of an Asian city?---Where is this located?---Who many people live there?---Where are they going?,Tsim Sha Tsui
14070350780,What is being built there?---How much will the construction of that cost?---What street is that being built next to?,moat
14242554832,what kind of clouds are in the sky---what city is this---what building is the tallest here,Tour Montparnasse
40294790372,What is that made of?---Where is that located?---Who is that?---Who took this---What is that statue of---Is that statue bronze---What kind of beads are those?---Who does this statue depict?---Where is this?---Who made this statue?,University of Louisiana at Lafayette
27679848797,Where is this---What is the seating capacity of this place---How much are the tickets to this event---Who is performing?---Are those fireworks in the background?---How many people attended---What happens there?---Who plays there?---How many people can attend there?,MetLife Stadium
3125328421,Where is this?---How tall is that?---What is the climate like there?,Table Mountain
14634721381,Where is this located?---What is being built here?---Is there a park nearby?,La Défense
16245463799,How old do you have to be for this ride?---Where can I go on this ride?---What's the name of this roller coaster?,Coney Island Cyclone
8897491841,What kind of flower is that?---Where does it grow?---Is it edible?,Lake Bled
20405548785,Where is this located?---Can I swim here?---Are there tours here?,Rhine Falls
12552702393,What country is this in?---Is there any religious connotation to this?---How much does it cost to go there?---Who built this?---When was it made?---Who used it?---Where is this---Can I visit this place---Is it open to public,Wat Arun
13968081334,Is this place haunted?---Will I drown here?---Is it dangerous?,Glendalough
4578875665,What is this made of?---Who made this?---Where can I buy this?---what type of jewels are shown here---what material is the chain---what material is the neckless on---How much does it cost?---Where can i buy one?---Is that real silver?,jewelry shop
14011802816,When was that tower built?---What is that place used for?---Does that clock still work?---Who is stationed here?---Can I get driving directions here?---What state is this in?,Fort Sam Houston
15103148373,How dry is this place?---Is there water near?---How fast can you drive here?,Comstock Lode
33294539153,Where is this?---What kind of architecture is it?---What building is this located?,York Minster
29285756571,What is this castle made of---Who originally lived in this castle---Where is this castle---How tall is this building?---How much did it cost to build?---Who lives here?---Do people live here---Is this for royalty---Who built this castle,Dover Castle
37149914405,how old is this structure---who made this building---what building style is this---Who built it?---When was it made?---Who lived there?---What country is this in?---When was this built?---What was this built for?,Rani ki vav
35703050544,What kind of turtle is that?---What does it eat?---How long does it live?---Is that animal there year round---How much does it cost to go see that---Can I bring my dog there,Bronx Zoo
15782211708,whats the coldest game ever played there---who plays there besides the bears---whys it called soldier field---What game is this?---Who plays in this stadium?---What is stadium capacity here?---What team plays here?---Whats the max capacity?---How much are tickets?,Soldier Field
7158993307,What city is this?---What can I buy here?---What is the weather here like?,Shillong
10155572056,Where can I find a dress like this?---What material is this dress made of?---How much does that dress cost?---Who designed that dress---Where can I buy that dress---How much is that dress---what fashion is that dress---what type of design is that dress---how much is that dress cost,jewelry
2814465287,How many seats are there?---How much is a ticket for a good seat?---When is the next game there?---How many people can this stadium hold?---What city is this in?---What team plays here?---Where is this located?---Is this a popular tourist destination?---When was it constructed?,Georgia Dome
36795791415,Who is performing?---How much were tickets?---Whats the max capacity?---What's the name of this venue?---Who's performing here?---Is this place still open?,KeyArena
15864145080,What are those paintings behind the person in the photo---Who is this person---How old is that vase---Who is that?---Who painted those?---Where was this taken?,Dublin Castle
27422650455,What's that ugly thing in the foreground?---What's the yellow-brick building across the street?---What's the red-brick building at left background?---From how high above the street was this photo taken?---What's the capacity of the water tower near the center of the scene?---What is the name of this sculpture?---Where can I find this sculpture?---Who made this sculpture?---What town is this?,Whitney Museum of American Art
8570920656,What is this---What are these flowers---Where can I see this statue,Mahabodhi Temple
4986176787,Where can i buy one?---Whose flag is that?---How much does it cost?,Isles of Scilly
10410356694,is it greco---is it roman---is it Florida---What is it---When was it built---Who built it---Where is this located?---What is this made of?---When was it made?,Temple Mount
42329765880,What do these lamps signify?---Where is this?---Is this an art thing?---What kind of plants are there?---Where is this located?---Is this a public place?,Skogskyrkogården
19230205666,What city is this?---How many people live there?---What country could I find this?---What city is this?---What river is this?---Is this river manmade?---What's that river?---Where is this?---None,Eiffel Tower
15420432212,What kind of animal is that?---How much is admission to this place?---How many animals live here?---What is its name?---What kind of food does this guy eat?---What animal is that?---What does it eat?---How long does it live?,London Zoo
17878204791,Who is this?---Where is this meeting taking place?---How long has it been in operation?---Where can I get a tie like that one?---What kind of houseplant is in the foreground?---What does the sign on the red curtain refer to?---What event is taking place in this photo?---Who is that?---What is gaggle amp?---What event is this?,Bentley University
15832956217,Who painted this?---Is this painted in oil?---What style of painting is this?---Who made this?---What is it made of?---Did they use watercolor?---Who is in the picture?---What is the painting off?---Who painted the picture?,art school
3851351318,What is the statue depicting---Who created this statue---Where is this statue---is it from the first Olympiad---its it greek---is it roman---Who is this statue supposed to be---What is he holding---What is the statue made of---Who created this sculpture,Hearst Castle
6113115715,What kind of stone is prominent there---What kind of plant is that in the lower left corner---Can I bring my dog there,Cheddar Gorge
17102784016,What material are the walls made of there---Did the pink train in the middle used to operate---Does it cost money to go there---What kind of train is that?---What is this tunnel called?---How old is that train?,N Seoul Tower
9085586501,What plants make up the statue in front---How tall is that plant sculpture in the middle---How is tall is the orange and white building behind,Guggenheim Museum Bilbao
30971024514,How high is that ceiling---What material is that ceiling made of---How often does this cathedral offer mass to the public---What event is taking place here?---Are there tours of this cathedral?---When was this cathedral built?---When is it open---Can I have a tour of it---When was it built,Winchester Cathedral
31255309904,What is that art piece?---Who is the artist?---What building is this in?---When was the National Library of Australia built?---How many books are in the National Library?---What is the meaning of National Library?,National Library of Australia
40755977515,How long is that bridge---What river is this---What kind of tree is that on the right---How long is that bridge---When was that bridge built---What road runs across that bridge,Roosevelt Island
8916502758,What's the name of this lake?---What town is this?---What country is this in?---Can I get directions here?,Battersea Power Station
11568242466,What is this structure?---Where is this?---Why was it built?,moat
22625240041,What is this building used for?---When was it built?---How tall is this building?---Is this a church?---What country is this in?---How tall is the tower---What kind of church is this---Who designed this building---How tall is that---Can I go there for free---Is tourism allowed there,Hallgrímskirkja
15944631762,Who is the architect of that building?---Can I go up into that tower?---What is museum called?---How much is admission to this place?---Who is the artist who created the sculpture in the foreground?---How tall are the trees?---Who built Golden-Gate-Park?---Does it cost money to go to Golden-Gate-Park?,Golden Gate Park
36990985,Where is this crevasse?---Is this a good place to visit?---Is there good hiking here?---Where is this located?---How high up is it?---What body of water is that?---What body of water is that?---What caused this cliff formation?---Where was this taken?,crevasse
3224744525,Where is this---How deep is the snow here---How cold is it here,ice floe
12171450326,How old are these giraffes?---When was this zoo established?---When is the best time to visit here?---Isn't that a giraffe---Can I see them for free---What is the cost of admissions there,Chester Zoo
10403963213,What is the name of this garden?---What kind of flowers can I find here?---Are there turtles here?---Is it okay to take my dog here?---What are this place's opening hours?---Where was this taken?---What body of water is that?---How much is admission?,japanese garden
6334261993,Is this place always cold?---Is this place in danger of thawing?---Will this place flood if it melts?,ice shelf
2580307859,Is BC Place in Vancouver?---What type of events happen there?---Which sports teams play here---How big is the stadium?---When did they build the stadium?---Do they hold concerts in the stadium?---Who can I see here?---What kind of sports are played here?---Can I see concerts here?,BC Place
7344200788,Where is the Shillong?---How do you get to the Shillong?---What can you do at Shillong?,Shillong
504126530,Who made this?---Can you camp nearby?---Are there hiking trails?---What's the average temp here---Can I hike this---Who lives in this area,Machu Picchu
7344276592,When was this first built?---How tall is this building?---Who made it?---Where is this?---Is this open to the public?---How big is this house?---Are the flowers perennials?---Who takes care of the flowers?---Does anyone live in the oast-house?,oast house
8222254617,How deep is that snow---What elevation is that at---Can I ski there,Timberline Lodge
11243894185,How tall is that tower?---What is the purpose of the tall one?---Is there a park around the area around that cool space tower?---Where is this?---How much is an entrance fee there?---Can I go to the top of that?---What is the function of this tower?---Can I go to the top of it?---Is there an elevator in this tower?---When was this tower constructed?---How tall is this tower,Tokyo Skytree
24584390852,What body of water is this?---What city is this?---Where was this taken from?,Whitehall
7052316195,How tall is this bridge?---What style is this bridge?---When was this bridge built?---What is the name of that bridge---Is this bridge safe---What is the water under that bridge---How high is that bridge pylon---How long did it take to build---How long is that bridge---What street is one that bridge---How tall is that bridge,Manhattan Bridge
10181301276,Where is this?---What can you buy here?---What country is this in?---What store is this?---What do they sell?---Where is it located?,dress
31220810683,What mountain range is this---Where do those train tracks lead---How much snow do these mountains get on average,Snowdon
27818956081,Who drives this race car?---What kind of car is this?---What race series is this?---What race is this?---What races are planned for this venue?---When is the best time to see races at this track?,Hockenheimring
27810737431,Who built this bridge?---How long is it?---What body of water does it cross?---How high up is that bridge---How long is that bridge---How much weight can that bridge hold---What style of bridge is this?---What's the maximum weight this bridge can hold?---Who designed this bridge?,Edmund Pettus Bridge
44410511770,What sport do they hold here?---How many people can this stadium hold?---What's the price of a ticket here?---What is this event---What is the seating capacity of this place---How big is this place---What event is this?---Whats the max capacity?---How much are tickets?,Mercedes Benz Superdome
33461230645,Who is the man at the podium?---Where is this?---When did this event happen?,Marshall University
29636477347,What sport is played here?---How many people does this stadium fit?---When's the next game here?---How many seats does this stadium hold?---What team plays here?---When was this stadium built?---Whats the max capacity?---How much are tickets?---What teams play here?,SunTrust Park
6857660853,Where is this beach located?---What time of year is it in this photo?---What are the green plants growing on the beach?---What is this place?---What is there to do around here?---Where is the nearest lodging?---What's the name of this beach?---What country is this in?---Where is this?,Ipanema
10102388313,How tall is that---Can you hike there for free---Is that a natural formation---What's the name of this canyon?---Why is the rock so red?---How deep is the canyon?---What kind of stone is this canyon made of---How deep is this canyon---Where are the ends of the canyon,canyon
32769142066,When does this place open?---When was this building built?---How many people work here?---How tall is the arches?---How tall is the building?---What goes on here?,New York Stock Exchange
45747313144,How old is that boat?---Where is this?---Is this an island?,Navagio
36640792363,Where is this showroom---What type of cars are shown in this showroom---How much would it cost to buy a car from this dealership---What's the license plate number in the foreground?---What make is the red car?---Is this an outdoor photo?---How much does a car like the one in the foreground cost?---What's the name of the dealership?---Are those for sale---What model is that red one---How old is that grey one,auto showroom
14437529446,What kind of tree are these?---Are these trees on an island or just a peninsula?---What kind of animals live in these trees?---What is the name for this body of water?---How old are those trees?---Are there any hiking trails here?---When did English settlers first show up here?---What people are indigenous to this island?,Roanoke Colony
31488046018,What kind of fish is the man in the photo holding?---How old is that photograph?---What is the name of this publication?,berth
37256194372,What city is this---Is this view from a marina---Can I visit here---How tall is it?---How many people fit inside it?---When was it built?---Who designed it?,Elbphilharmonie
2766953889,Where is this?---Is this a scientific facility?---When was this built?,Mauna Kea
29589135651,Where are they---Where can I get earrings like these---Who are these people---Who are they?---What kind of moisturizer does she use?---Where are they?,Kehlsteinhaus
26130074932,How many rides are at this park?---How many people visited here last summer?---What kind of food is for sale here?---Can you buy a season pass?---How much does it cost to enter here---Where is this located---How many rides are here---What park is this?---How much are tickets?---Whats the hours of operation?,Kings Dominion
11198545643,Where can I buy that kind of tea?---Is it expensive?---Does it contain artificial ingredients?---Where can I get a teapot like this?---How much is this tea?---How long should this tea be steeped?---where can I buy that tea---Where can I buy that teapot---What kind of tea is that,japanese garden
7611617100,What is this a depiction of?---Where can I find this?---What is it?---Where is this located?---Who does this statue depict?---Who created this statue?---Who made that---What is that called---Can I buy a replica,Trinity College Dublin
26543799770,Who is the artist who designed this structure---What does the tableau on the top represent---Who are the people in this tableau---When was it built---When was this built---Who designed this thing---Is it free to the public to view,Rathaus Glockenspiel
30849007030,Is this place haunted?---Is this place dangerous?---Can I go here?---What is sold in this store---How late is it open---Where is this store,Odaiba
1022734738,What is this structure---Where is it---Who designed this piece of architecture---who designed this---Where is this---Is this a bridge,cottage
12282002356,Where is this statue located?---Who does this statue depict?---Who made this statue?,J. Paul Getty Museum
34581919284,Where is this?---Who designed this building?---Do those panels admit light?---What are the two flags?---What's the square footage of the building?---What are its operating hours?---Is it open to the public?---What is its entrance fee?---Where is this museum---Who made this museum---Who curates this museum,National Museum of African American History and Culture
24362763003,What kind of animal is in this photo?---How large is the tank?---How large is this animal?,Georgia Aquarium
42562203244,When was it built?---What is it used for today?---What country is it in?,Arundel Castle
20964998744,What does that sign with green text say?---What kind of trees are those?---Do coconuts grow on those trees?---Where in the city is this sign located?---How many people live here?---What state is this city in?,Alhambra
2372239888,How old is that place?---Is the general public allowed to enter?---Does it cost money to go in?---How large are these caves?---Can these caves be visited year round?---How old are these caves?---What is inside these caves?---Is this a sacred site?---Can I go to the Elephanta-Caves?---How much does it cost to go to the Elephanta-Caves?---How old are the Elephanta-Caves?,Elephanta Caves
19182126248,how many people fit on this carrousel---how tall is the carrousel---what is the diameter of the carrousel,carrousel
34581830531,Where is this---How big is this place---What kind of animals can be found here---Can I walk a dog there---Is this a good place to hike---Is this a public place---What kind of trees are those?---Where was this taken?---What animals live here?,Sherwood Forest
44320552510,What kind of plant is that---What is that plant's scientific name---Is that a good place to go hiking---What kind of plant is this?---Where does this plant grow---How long does it live?,Chimborazo
32407611432,Where was this picture taken from?---What is pictured here?---Where is this located?,Badlands National Park
10041059155,What's the name of this bird?---What kind of duck is this?---Where does this bird typically live?---Where can I find this bird?,animal
20960099378,What is he eating?---Who is that?---Nutritional facts for the drink?---Does the boy speak English?---Will the boy share his food with me?---Does the boy bite?---What kind of pastry is that---Where was this taken---Where can I buy that drink,Oberlin College
8275602131,What is the address of this place?---What street is this on?---When does this place open?,Grand Ole Opry
3101310988,Who is playing on stage---Can you tell me more about the band on stage---Can i get more songs from this band on stage---Who is performing there---How many people can attend that---How much do tickets there cost,Target Center
30127283617,Does this body of water straddle any state borders?---Is this a manmade lake?---What is the origin of that bridge?---Can pedestrians cross here?---Is there a designated swimming area?---What is the name of that bridge going over it---How deep is that water---How wide across is that lake---What body of water is that?---Who built that bridge?---How long is the bridge?,Lake Havasu
3426039356,From where is this view?---How large is this park?---How much time is needed to enjoy this park?---Where is this canyon located?---How deep does this canyon get?---How was this canyon formed?---Where is this---Is this in Arizona---Can I visit this canyon,Canyonlands National Park
26799426465,How many flowers like this are on the manor grounds?---How old is this building?---Who was this built for?---When was this place built?---What type of flowers are these?---Where is this building?,Waddesdon Manor
8644197271,What type of architecture is here?---Where is this shrine located?---What year was this constructed?---Is a donation required to visit this temple---Does this temple have public religious services---How do I get to this place---Are you allowed to go inside this building---When was the shrine built?---Do they allow pictures inside the shrine?---What is inside the shrine?,Yasukuni Shrine
2810125571,Where is this?---How old is this architecture?---What kind of trees are these?,Shaniwar Wada
35703050544,How old is it---What species is that---What is the scientific name of that,Bronx Zoo
40333842591,Where is this located?---Who made this?---Who plays here?---Who designed this entryway---How many people can fit inside at once---What do tickets to hear a concert here cost,Elbphilharmonie
42073682365,What are the business hours of this park?---What is the admission price of this place?---When was this place opened?---Where was this taken?---Who is it?---How much is a ticket?,Kings Island
14299544167,What state is this in?---Who lives here?---What is this building used for?---Who lives in this house?---When was this constructed?---Who was the architect of this?,Oval Office
28823102846,What type of coral is this?---What creatures live in this coral?---What makes this coral green?---Can I swim in here---Is this poisonous---Can I touch this and not die---What kind of coral is that green one---Has that reef been touched by bleaching---Can I scuba dive there,Lord Howe Island
5359994558,do you need a sherpa to climb---any base jumping there---can you hang glide---Can I go hiking here---What is the air pressure here---How cold can it get here,Aiguille du Midi
14919809567,How large is this lake?---Do people go sailing on this lake?---What are those flowers called?---Do they sell flowers like that in the garden section of Fred Meyer?---Is this a saltwater lake?---How was this lake formed?---How much would it be to rent a hotel room here?---Are there any islands in this lake?,Lake Como
7575700404,How expensive is the car?---Can I buy the car?---Who designed Holyrood-Palace?,Holyrood Palace
14024160368,How tall is this tower---When was this tower built---Where can I go to see this---How tall is this tower?---How old is this tower?---Do couples visit this tower together?---What do you call this in Japanese?---Is this the tallest tower in Japan?---Can you go up the tower?---None---None,Tokyo Tower
10403014956,Is the man in the photo historically significant?---Where is this cemetery located?---What is the size of this cemetery?---so is it in Germany---is that a nazi---is it made of iron,cemetery
6031674741,How many floors are there?---What happens here?---What city is this in?---How many people work here?---Who owns this company?---When will they go out of business?---Is this place open for tours?---Can I see a picture of this place in the daytime?---Can I get directions to here?,CNN Center
7485871514,Is this a federal building?---How tall is it?---How many people are there?---What paintings do they have here?---When are the visiting hours here?---Can I get directions here?---Is this place open on Sundays?---How expensive is it to visit here---Is this a museum---How late is it open,United States Capitol rotunda
24947468086,Are these characters Japanese?---What does it say in English?---What is the occasion?,Kinkaku ji
10822411295,Is Singapore Botanic Gardens free?---How old is Singapore Botanic Garden?---Why is Singapore Botanic Garden important?---Can you translate that---Can you read that to me---What kind of plant is that,Singapore Botanic Gardens
7860737506,What is that camera she is holding---What is the brand of her sunglasses---Where can I buy her shirt---What mountain range is behind this lady?---Are there any plants native to that desert?---Are there any animals native to this region?---What time zone is this in?---What brand is that woman's camera?---What material is the scarf in that woman's hair made of---What brand of camera is that woman holding---What brand of sunglasses is that woman wearing,White Sands National Monument
43321980262,How tall is that fake bear---What is that bear made of---What kind of booze is in the bottles with the red wax stoppers---Where is this?---Why a bear?---Is this a bar?,Tokyo Disney Resort
6833670935,wheres this fountain---is the statue of a god---is there pho nearby---Who's depicted here?---How much was this art?---Who is the person who designed that fountain?---What is that statue in the middle made of---What is the name of that fountain---How tall is the statue in the middle of the fountain,Rockefeller Center
34355658670,Where is this located?---Is there good camping near here?---What is the historical significance of this?,Cumberland Gap
7862976152,is that a desert---what material are those structures made of---what time of year is it here,Sacsayhuamán
5195251812,Where is this?---Is this art?---Is this open to the public?---Where was this photo taken?---What time of year was this taken?---What is the elevation here?,Mount Kinabalu
20968719803,How much does it cost to see that display---Can I bring my dog in that room---Can I take pictures inside that---How much are the tours here?---When are the hours of operation?---When is the best time to visit here?,Bletchley Park
29882027610,Where is this located?---How many people does this hold?---What's the admission fee?,Progressive Field
10116278475,who made this art---how old is this plaza---what material is the ground made  of,plaza
15978392589,How tall is that lodge on the right---What kind of architecture is that building on the left---What kind of grass is that,hunting lodge
4572562739,Does that bridge have a toll?---How long does it take to get across that?---Who built it?,Golden Gate Bridge
33076162112,What stadium is that?---What street is this?---What kind of tree is this?---Where was this taken?---What street is that?---How tall is that building?,Edgbaston Cricket Ground
11149001553,Who did the art inside the chapel here?---How old is this?---What religion does their religion stuff here?,Rosslyn Chapel
20828424471,Where is this---How big is this---When was this built---Where is this located?---How long has this been here?---How tall is this?---What body of water is this on?---Is this technically considered a gazebo?---Is this for fishing or just weather?,gazebo
17782860082,Where does this hang?---Who painted this?---When was this painted?---Where is this located?---How much does it cost to get in here?---How long does it take to tour here?,Palazzo Pitti
4745790790,whats the language---how much is a plot there---where is it---How long has it existed there---What material is that gravestone made of---How many gravestones are there at that place,Skogskyrkogården
4891168660,What street is this---What is the name of the building---When was this building established,Ryman Auditorium
26647193135,How do I get to this castle?---What is the best time to visit this place?---What are the visiting hours to this place?---How tall is that castle---When was the castle built---How high in elevation was the castle built,Dunluce Castle
6357292077,Where was this built?---Who decided to build it?---Who designed it?---When does this place open today?---How old is this building?---Who designed this building?---Do you need to be a New York resident to use this library---Does this library have closed stacks---When was this building built,New York Public Library
22085526750,How big do trees like these usually grow to be---In what type of environment do these trees thrive---What do the seeds for these trees look like,Acadia National Park
42244900954,What country is this castle in?---Can members of the public visit this castle?---Does anyone live in that castle?---Can I go to Leeds castle if I have breathing problems?---Is the castle musty?---How much does it cost to enter this place?,Leeds Castle
40536219320,Where was this taken?---What breed of horse is that?---How big is this place?---What kind of horse is that?---Can I take my horse here?---What time of year is this?---Where is this located?---Is this a popular tourist destination?---When was it constructed?,Churchill Downs
39590711590,Is this a national park?---What's the most popular hiking trail?---What's the elevation?---Is this a good place for mountain biking?---Can I bring my dog here?,Camelback Mountain
29658953756,What game are they watching---What teams are playing here?---How much is the ticket at this stadium?---What team plays here?---What's the season for this stadium?---How many points are scored in an average game in this stadium?,Craven Cottage
19865253753,What city is Lake Powell in?---What is there to do at Lake Powell?---Can you swim at Lake Powell?---How deep is it?---Can I boat here?---Can I go fishing here?---What temperature is the water in the summer?---Is there any place to lodge on the lake?---Can I visit this lake---Is this lake in America---Is this lake open to the public,Lake Powell
25330177096,How old is this building?---What is that wheel for?---What's inside this building?,oast house
4746320105,What kind of cars are these?---Where is this?---Who created this?---Why are these cars here?---Is this an art piece?---Where is this located?---What kind of car is in this image?,Cadillac Ranch
30634328971,Is this building named after the builder?---Do people still live here?---What country is this?,Bran Castle
16383854189,When is this place open for visitors?---Is there an entrance fee to this place?---Where is this place located?---Whats this formation called?---How tall is it?---Where was this taken?---Is this a national park?---What causes this kind of rock formation?---What's the price of admission in this area?,Garden of the Gods
25981252971,What is there to do around here?---Is there good surfing here?---Is there good swimming here?---What is the average temperature here?---What are those things in the sky?---Is it safe to swim here?,Boracay
27323290523,What is this made of---Who made this---Where is this,Lutetia
8491795431,Who's the man at the podium in this photo?---What occasion does this picture show?---What building is this?---Was there an admission charge for this event?---What's the date of the event we see here?---Who is the main speaker on the right---How tall is that room---How many people can sit in that room---What band is this?---What event is this?---How much were tickets?,University of Virginia
2215058438,what kind of bed is this?---what size is it?---Is it warm?,bow window
10148834176,What building is on the right---What kind of bush is in the bottom right corner---What is the material of the far left roof made of,fountain
10052056283,Where is this place---What is the average price of the shoes here---Are clothes for sale at this place---what kind of gifts are sold here---how much is the average product here---what kind of currency is used in this store---Where is this?---What are the prices like here?---How long has this been in business?,gift shop
5564334951,Can you tell me if that mountain has a name---Is the building on the left a hotel---What kind of tree is that in the middle,Appalachian Trail
3431634196,How many people can fit in this park---What baseball teams play here---When does this park open---How many games per year are at that arena?---Do they only play baseball there?---None---Where is this located?---Is this a popular tourist destination?---Is it open to the public year round?,Oriole Park at Camden Yards
8859838977,whats the coaster---does it do loops---whats the total length of the track,Millennium Force
5660264320,Is this Yosemite valley?---Is El Capitan to the left?---What time of year is this?---Is it dangerous to go here alone?---Is it haunted?---Is it cold?,Yosemite National Park
15252105550,What team plays here?---How much is a ticket here?---What is the season schedule here like?---how much would these tickets cost---What team is playing---Who's home field is this---Which sports are played here?---What are the business hours of this place?---Do they sell food here?,Kauffman Stadium
9704818812,is this in greece---is it a bus stop---whats the point of the structure,Grants Tomb
33738991030,What are the hours of the museum?---What's admission?---Are exhibits in English?---Where is this located?---How old is this building?---What is this building used for?---Where was this picture taken?---What time of day was the picture taken?---Who built the building in the picture?,Isabella Stewart Gardner Museum
15442755258,How much does it cost to go to Montezuma Castle?---Is Montezuma Castle a national monument?---How far is Montezuma Castle from Phoenix?---What is this monument supposed to depict?---When was this monument built?---Who built this monument?---Is this a national landmark?---How do I visit it?---When was this built---Who built this thing---How old is this thing,Montezuma Castle National Monument
15732817580,Where is this building located?---How many floors are in this building?---What type of events are held in this building?,Ben Hill Griffin Stadium
8190276538,Where is this located?---When was this built?---Can I walk across this bridge?---where is it---what body of water does it cross---can you parachute off it,Bosphorus Bridge
16309887966,What is the capacity of this place---What teams have played here---How long has this gym been built---How big is this place?---Which part of the university can I find this?---How often do students use this,Kent State University
41684825390,What's the rank of the man at right?---How long did these men train to do what they're doing here?---What was the temperature that day?---How many such guard posts does this site have?---Are those guns loaded?---Where is this located?---Can I visit?---Are there tours?,Moscow Kremlin
40504725490,Where is this displayed---When was this made---What is the message of this plaque,Organization of American States
36404172216,How many people does it hole---How much do things cost there---What is the next event---What event are they watching---How many people can attend there---How tall is it,Target Field
19342904574,Did the tsars live here?---When was this portion of the palace built?---Is this a church or is it still part of the palace?---How tall is this building?---When was it built?---How much does it cost to paint?,Grand Kremlin Palace
35090397015,From how high up was this photo taken?---Who took this picture?---Do icebergs break off from this site?---What time of year is this?---What fauna live in the area of this photo?---Is this shelf melting at an increased rate from when the photo was taken?---How high up was this picture taken from?---Is that crack on the bottom indicative of a big section splitting off soon?---Where is this---Is this in the arctic---Is it habitable,ice shelf
27865831505,What is the historical significance of this bridge?---Who is the person this bridge was named after?---What city is this bridge in?---What is the name of the river spanned by this bridge?---Have any US presidents crossed this bridge on foot?---How long is this bridge?---When was it built?---What body of water is that?---What river does this bridge cross---What is the speed limit on this bridge---What style of bridge is this,Edmund Pettus Bridge
37471117941,Where is this located?---When was it built?---Do people live there?---How big is this complex?---How much did it cost to make?---What goes on here?,Coventry Cathedral
14490822571,Where is this located?---Is this a popular tourist destination?---Does this place hold historical significance?---Where is this?---What is the name of that tower on the left?---What country is this in?---Where is this---How old is that temple---How tall is that temple,bamboo forest
13898611014,Where is this?---What road is on the left side of this photo?---Who owns this land?---What country is this?,Corfe Castle
21652542018,Where is this?---Is it cold here?---What happens there?,Toronto International Film Festival
8848485617,What event is happening here?---Is there a festival here?---Are there more events here?,Calgary
483886772,where is this---whats the purple flower---do frogs live there,fishpond
19213472695,Where is this stand located---What kind of pants are those that the lady is wearing---Where could I buy that lady's shirt---Where is this?---None---None,Tokyo DisneySea
9807727375,What does the blue wire do---Is that used for charging---What material is the desk made of,University of Texas at Austin
13940625724,Is it cheaper to build your own shed?---What is Sheshed?---How big of a shed do I need?,shed
19548291116,Where is this located?---What kind of architecture is this?---Is it related to Greek mythology?---How old is the university?---Who founded the university?---Who designed this building?---Is this the oldest university in Spain?---Are they still holding classes here?---When was this made?---Who designed it?---Who are the characters it represents?,University of Salamanca
11697668565,Can I visit this seal---Dose this seal do shows---Is this expensive to visit---How old is it?---Are those dangerous?---Is it happy?,SeaWorld Orlando
11907618633,how tall is this building---who made this building---what material is this building made of,mausoleum
10935558314,What is the length of this bridge?---How heavy is it?---What is it made out of?---How long is this bridge?---What's the toll to cross this bridge?---When was this bridge constructed?---What cities are connected by this bridge?---When was the light display installed?---How long is it---How old is it---How high up is it,San Francisco–Oakland Bay Bridge
45934569282,What are those people things---Are those humans---can I swim there---Can I go swimming there?---Who made this?---Where is this located?,Louvre Abu Dhabi
10020026443,Is that in Vegas---Can I buy a replica---Is that from Egypt---What is this structure?---Where is this located?---Is that an obelisk?,canyon
8338888085,Is that pasta?---Are there tomatoes in the pot?---Is this a home cooked meal or at a restaurant?,Europa Park
